id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;n_photos;City MPG;Drivetrain;Engine;Exterior Color;Fuel Type;Highway MPG;Interior Color;Mileage;Stock;Transmission;VIN
85-764692437;$29,010;$31,510;;;4.3;730;4.9;70 reviews;8;21;AWD;2.4L 4-Cylinder;Black Cherry;Gasoline;25;Black;6;G10611;6-Speed Automatic Electronic with Overdrive;KNDPNCAC7K7625421
276-767168109;$28,057;$28,057;;;4.8;697;5;1 reviews;2;52;AWD;1.8L I4 16V MPFI DOHC Hybrid;Magnetic Gray Metallic;Hybrid;48;Black;1;N48115;Automatic CVT;JTDL9RFU2K3000147
32-748683488;$24,310;$28,310;;;4.9;462;5;5 reviews;27;25;4WD;1.5L I4 16V GDI DOHC Turbo;Pearl White;Gasoline;26;Black;4;19013;Automatic CVT;JA4AT5AA7KZ003017
162-751140546;$48,230;$48,230;;;4.9;849;4.7;26 reviews;4;20;AWD;2.0L I4 16V GDI DOHC Turbo;Ebony Twilight Metallic;Gasoline;25;Dark Galvanized;5;B23440;9-Speed Automatic;LRBFX4SX2KD020350
365-765182335;$31,050;$31,050;;;4.9;889;4.6;5 reviews;6;23;FWD;4 Cylinder Engine 2.0L;Electric Blue Metallic;Gasoline;32;Carbon Black Leatherette;0;10435M;AUTOMATIC;WMWXP7C55K2A53892
191-763483967;$25,225;$25,225;;;4.8;938;4.7;34 reviews;4;25;FWD;Regular Unleaded I-4 2.4 L/144;Quartz White Pearl;Gasoline;33;Beige;5;H19362;6-Speed Automatic w/OD;5NPE34AF4KH768240
464-761332344;$17,665;;;Good Deal;4.6;55;4.8;556 reviews;27;23;AWD;2.0L I4 16V GDI DOHC;Black Noir Pearl;Gasoline;30;Black;25,142;12255A;6-Speed Automatic;KM8J3CA47HU564730
107-766619899;$35,375;$37,375;;;3.5;54;4.6;22 reviews;27;26;AWD;2.5L I4 16V MPFI DOHC;White;Gasoline;33;Beige;5;193459;Automatic CVT;5N1AT2MV0KC786005
311-756769180;$124,930;$124,930;;;4.9;300;;;10;14;AWD;5.5L V8 32V GDI DOHC Twin Turbo;Diamond White Metallic;Gasoline;18;Black;8;C190598;7-Speed Automatic;4JGED7FB3KA136210
12-763339413;$40,340;$40,340;;;4.4;1887;4;1 reviews;3;;FWD;3.6L V6 24V MPFI DOHC;Bright White;Gasoline;;Black;3;75456;6-Speed Automatic;3C6TRVDG6KE511687
398-732317434;$59,770;$63,770;;;4.9;2487;4.9;54 reviews;16;20;AWD;Intercooled Turbo Premium Unleaded I-6 3.0 L/183;Black Sapphire Metallic;Gasoline;27;Black;16;WB18797;8-Speed Automatic w/OD;5UXTS3C58J0Y97889
379-764672536;$16,125;$16,875;;;4.9;306;4.7;7 reviews;21;28;FWD;1.6L I4 16V GDI DOHC;Silky Silver;Gasoline;37;Black;Not provided;19269;6-Speed Automatic;3KPA24AB3KE167131
2-763338218;$83,495;$88,495;;;4.9;892;3;1 reviews;3;14;4WD;6.2L V8 16V GDI OHV;Crystal White;Gasoline;21;Shale;0;19453;10-Speed Automatic;1GYS4BKJ1KR198837
141-759142220;$30,015;$31,015;;;4.5;2077;5;32 reviews;28;30;FWD;1.5L I4 16V GDI DOHC Turbo;;Gasoline;38;Ivory;7;195652;Automatic CVT;1HGCV1F57KA032384
281-762649702;$38,295;$38,295;;;4.8;1346;5;1 reviews;;21;AWD;208-hp 2.0-liter I4;Graphite Shadow;Gasoline;30;Graphite;0;191238;7-Speed Double Clutch Automatic Transmission;SJKCH5CR4KA011283
391-764143824;$23,995;;;Good Deal;4.4;119;4.7;55 reviews;23;23;AWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/121;Liquid Platinum;Gasoline;30;Graphite;33,182;UR8451;7-Speed Automatic w/OD;JN1CV7AR8JM280669
469-760970874;$20,995;;;Great Deal;4.9;556;4.8;559 reviews;35;22;FWD;Turbocharged Gas I4 1.5L/;Silver Ice Metallic;Gasoline;29;Jet Black;19,079;BT6367;6-Speed Automatic;2GNAXMEV1J6309679
281-766191522;$16,499;;;Good Deal;4.8;1449;4.5;44 reviews;30;;AWD;2.0L H4 16V MPFI DOHC;Ice Silver Metallic;Gasoline;;Black;35,709;222337;Automatic CVT;JF1GJAK61GH019547
149-756038769;$18,085;$18,085;;;3;19;4.8;15 reviews;20;31;FWD;Regular Unleaded I-4 1.6 L/98;Fresh Powder;Gasoline;39;Charcoal;6;N19005;1-Speed CVT w/OD;3N1CN7AP2KL813819
269-765099474;$23,877;;;Good Deal;4.6;962;4.7;232 reviews;21;26;All Wheel Drive;;;Unknown;33;;26,971;P1629;;JM3KE4DYXGO7O5486
205-748384998;$25,145;$25,145;;;4.8;1229;4.7;34 reviews;5;25;FWD;2.4 L;Quartz White Pearl;Gasoline;33;Beige;5;145047;Automatic;5NPE34AF3KH731597
90-766454521;$28,540;$28,540;;;4.8;1616;5;32 reviews;21;30;FWD;1.5L I4 16V GDI DOHC Turbo;Platinum White;Gasoline;38;Black;1;58488;Automatic CVT;1HGCV1F40KA060597
185-759944116;$42,730;$45,980;;;4.3;10;4.7;34 reviews;5;22;AWD;2.0L I4 16V GDI DOHC Turbo;White Platinum;Gasoline;29;Ceramic;0;19T0082;8-Speed Automatic;2FMPK4K93KBB11408
217-757941724;$28,206;$28,995;;;4.9;156;4.9;37 reviews;6;22;4WD;1.5L I4 16V GDI DOHC Turbo Flexible Fuel;Magnetic;E85 Flex Fuel;28;Medium Light Stone;10;19042;6-Speed Automatic;1FMCU9GD7KUA43692
393-759580248;$47,210;$47,210;;;3.4;320;5;1 reviews;1;21;AWD;I4;Birch;Gasoline;32;Blond;15;VOK0609;Automatic with Geartronic;7JRA22TK5KG001874
65-752609438;$42,283;$42,283;;;4.7;1138;4.4;87 reviews;9;20;AWD;3.5L V6 24V PDI DOHC;Celestial Silver Metallic;Gasoline;26;Ash;4;X9167;8-Speed Automatic;5TDJZRFH4KS932200
43-766685430;$26,795;$26,795;;;4.6;766;4.4;69 reviews;21;25;AWD;2.4L I4 16V GDI DOHC;Basque Red Pearl Ii;Gasoline;31;Gray;3;HN191075;Automatic CVT;2HKRW6H34KH213692
172-760777030;$19,491;$19,780;;;4.8;421;5;33 reviews;7;27;FWD;1.8L I4 16V MPFI DOHC;Black;Gasoline;35;Charcoal;Not provided;190741;Automatic CVT;3N1AB7AP1KY257490
393-762350162;$9,500;;;Good Deal;4.8;1521;4.6;99 reviews;25;27;FWD;Regular Unleaded I-4 1.8 L/110;Titanium Gray Metallic;Gasoline;37;Gray;75,814;HY6729;6-Speed Automatic w/OD;KMHDH4AE4FU251337
210-761546809;$34,970;$37,005;;;4.8;550;4.4;5 reviews;3;20;4WD;3.5L V6 24V GDI DOHC;Gun Metallic;Gasoline;27;;5;N190637;Automatic CVT;5N1DR2MM6KC604570
439-764439460;$32,180;$33,680;;;4.6;962;4.6;35 reviews;1;20;4WD;Gas V6 3.6L/222;Kinetic Blue Metallic;Gasoline;26;Jet Black/Dark Ash;2;C19313;8-Speed Automatic;1GCGTBEN8K1237290
55-759042991;$22,921;$28,970;;;4.4;288;4.5;116 reviews;22;23;4WD;Regular Unleaded I-4 2.0 L/122;White Platinum Metallic Tri-Coat;Gasoline;29;Ebony Black;12;JC248452;6-Speed Automatic w/OD;MAJ6P1CL2JC248452
66-765576814;$60,955;$60,955;;;5;27;1.5;2 reviews;6;21;AWD;Straight 6 Cylinder Engine 3.0L;Alpine White;Gasoline;31;Black Dak Lthr w/ Oyster hglgt;33;19041;AUTOMATIC;WBA4W9C53KAF94544
24-755250404;$33,780;$33,780;;;4.4;185;4.4;33 reviews;9;22;4WD;2.4L I4 16V MPFI SOHC;Jazz Blue;Gasoline;31;;0;W19242;9-Speed Automatic;3C4NJDCB6KT630800
281-766191636;$13,499;;$15800;Good Deal;4.8;1449;4.8;433 reviews;30;26;FWD;2.0L I4 16V MPFI DOHC;Quartz White Pearl;Gasoline;36;Graphite;10,519;222330;6-Speed Automatic;5NPD74LF3JH255525
3-755516047;$60,090;;;;4.9;889;5;3 reviews;5;21;AWD;Straight 6 Cylinder Engine 3.0L;Carbon Black Metallic;Gasoline;31;Black Dak Lthr w/ Oyster hglgt;0;91567H;AUTOMATIC;WBA4J7C51KBM76132
305-766679715;$26,809;;;Good Deal;4.9;1080;4.9;7 reviews;32;24;AWD;2.0L I4 16V GDI DOHC Turbo Flexible Fuel;Citrus White;E85 Flex Fuel;32;Black;31,888;U94224C;7-Speed Automatic with Auto-Shift;WDCTG4GB5GJ249156
245-737555672;$60,085;;;Fair Price;4.2;285;1.5;2 reviews;17;;AWD;Intercooled Turbo Premium Unleaded I-6 3.0 L/183;Carbon Black Metallic;Gasoline;;Black/Dark Oyster;2,483;KBM74478;8-Speed Automatic w/OD;WBA4J7C55KBM74478
88-732448294;$22,912;$28,910;;;4.8;1189;4.7;203 reviews;9;24;4WD;2.4L I4 16V MPFI SOHC;Black;Gasoline;31;Black;12;J802;9-Speed Automatic;ZACCJBBB7JPH11789
377-767532563;$57,895;;;;5;6;5;2 reviews;;20;AWD;3.0L V6 24V GDI DOHC Twin Turbo;Liquid Platinum;Gasoline;27;Monaco Red;5;190711;7-Speed Automatic;JN1FV7EL3KM440493
396-761484298;$65,524;$66,425;;;4.9;133;4.3;30 reviews;21;17;4WD;6.2L;Black;Gasoline;23;Jet Black;4;KZ235419;Automatic;1GCUYHEL1KZ235419
396-758697406;$48,859;$50,850;;;4.9;133;4.6;35 reviews;26;16;4WD;3.6L;Black;Gasoline;18;Jet Black;4;K1198954;Automatic;1GCGTEEN9K1198954
107-766771180;$26,795;$26,795;;;3.9;92;4.7;25 reviews;27;24;AWD;2.5L I4 16V GDI DOHC;Eternal Blue Mica;Gasoline;30;Black;1;197189;6-Speed Automatic;JM3KFBBM2K0568196
435-753593178;$56,990;;;Fair Price;-1;-1;4.9;42 reviews;15;17;4WD;Twin Turbo Regular Unleaded V-6 3.5 L/213;Ingot Silver Metallic;Gasoline;24;Ebony;16,886;B8201;10-Speed Automatic w/OD;1FMJU2ATXJEA16364
284-766954853;$75,015;$76,515;;;4.9;892;5;2 reviews;;;AWD;3.6L V6 24V GDI DOHC;Crystal White;Gasoline;;Dark Auburn;0;19622;10-Speed Automatic;1G6KE5RS1KU128161
4-739290367;$48,375;;;;4.9;640;4.8;46 reviews;10;23;AWD;4 Cylinder;Polar White;Gasoline;32;Silk Beige/Black;0;181620;9-Speed Shiftable Automatic;55SWF4KB1JU274825
324-764436865;$58,757;$63,910;;;4.9;133;4.6;18 reviews;23;15;4WD;5.3L;Black;E85 Flex Fuel;22;Jet Black;4;KR281801;Automatic;1GNSKBKC6KR281801
374-760939621;$22,796;;;Great Deal;-1;-1;4.4;66 reviews;14;17;FWD;Regular Unleaded V-6 3.7 L/227;Allure Blue Metallic;Gasoline;26;Cappuccino;43,664;B8311;6-Speed Automatic w/OD;2LMTJ6KR2GBL26304
160-759154650;$32,228;$37,460;;;4.7;1694;4.4;5 reviews;3;20;4WD;Regular Unleaded V-6 3.5 L/213;Magnetic Black Pearl;Gasoline;27;Charcoal;0;NS21757;1-Speed CVT w/OD;5N1DR2MM6KC596924
134-764255613;$24,045;$24,045;;;4.6;92;4.9;50 reviews;22;24;FWD;Regular Unleaded I-4 2.4 L/144;Ebony Black;Gasoline;33;Black;0;J10903;6-Speed Automatic w/OD;5XXGT4L31KG335076
313-764704810;$17,790;;;Good Deal;4.9;2419;4.5;115 reviews;54;22;AWD;2.5L H4 16V MPFI DOHC;Jasmine Green Metallic;Gasoline;29;Gray;30,001;S7717P;Automatic CVT;JF2SJAAC9GH503270
24-761908942;$32,655;$32,655;;;4;130;5;5 reviews;5;25;;;Pearl White;Gasoline;26;N/A;2;19T0001;Automatic;JA4AT5AA1KZ000324
306-766223994;$26,500;;;Good Deal;4.9;720;4.9;15 reviews;34;24;AWD;2.0L I4 16V GDI DOHC Turbo Flexible Fuel;Metallic;E85 Flex Fuel;33;Black;20,899;U17223C;7-Speed Automatic with Auto-Shift;WDDSJ4GB3GN310814
116-757818826;$22,345;;;;4.7;62;4.9;55 reviews;32;31;FWD;1.5L I4 16V GDI DOHC Turbo;Polished Metal Metallic;Gasoline;40;Black;0;KU403518;Automatic CVT;SHHFK7H35KU403518
484-753859848;$31,799;;;Great Deal;4.9;14664;4.7;10 reviews;32;22;4WD;I4;Narvik Black;Gasoline;29;Ebony;15,568;C234021;Automatic;SALVP2RX6JH292407
27-762973624;$27,060;$27,060;;;4.6;663;4.8;27 reviews;23;28;FWD;Regular Unleaded I-4 2.0 L/122;Symphony Silver;Gasoline;37;Black;15;190238N;6-Speed Automatic w/OD;5NPD84LF7KH459405
218-750479288;$28,100;$36,095;;;3.1;144;5;9 reviews;5;17;FWD;Regular Unleaded V-6 3.6 L/220;Black Onyx Crystal Pearlcoat;Gasoline;25;Black;0;1900953;6-Speed Multi-Speed Automatic w/OD;2C4RDGCG8KR539259
356-766356320;$35,490;$35,490;;;3.9;55;4.7;42 reviews;17;28;AWD;Turbo Gas/Ethanol I4 1.5L/92;Summit White;E85 Flex Fuel;38;Jet Black;0;G93880;9-Speed Automatic;3GKALVEV7KL305714
144-764092464;$23,674;$25,654;;;4.2;134;4.7;80 reviews;9;28;FWD;2.5L I4 16V PDI DOHC;Predawn Gray Mica;Gasoline;39;Black;5;BT90790;8-Speed Automatic;4T1B11HK5KU750213
44-763696151;$42,195;$42,195;;;4.7;866;5;6 reviews;13;23;AWD;2.0L I4 16V GDI DOHC Turbo Flexible Fuel;Blue;E85 Flex Fuel;31;Shara Beige;8;KJ602857;7-Speed Automatic with Auto-Shift;WDCTG4GB3KJ602857
329-708781545;$33,950;$33,950;;;4.9;268;4.6;65 reviews;20;23;Front Wheel Drive;Premium Unleaded I-4;Crystal Black Pearl;Gasoline;33;Ebony;5,209;18037T;8-Speed Auto-Shift Manual w/OD;19UUB1F36JA001606
60-760928587;$45,280;$45,280;;;4.6;93;4.5;2 reviews;18;23;AWD;2.0L I4 16V GDI DOHC Turbo;Matador Red Metallic;Gasoline;34;Atlas Beige / Gray;10;MD90358;7-Speed Automatic with Auto-Shift;WAUDNAF44KA014268
315-767146233;$33,498;;;Good Deal;-1;-1;4.7;10 reviews;29;20;AWD;3.5L V6 24V PDI DOHC;Eminent White Pearl;Gasoline;29;Black;46,089;L1148U;6-Speed Automatic;JTHCZ1BL6GA000801
467-763810332;$46,985;$48,735;;;4.9;2487;;;22;25;AWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;Mineral White Metallic;Gasoline;34;Black Sensa;8;WM19207;8-Speed Automatic w/OD;WBA5R7C5XKAJ78715
459-766352617;$21,981;;;Good Deal;3;5;4.5;199 reviews;1;22;4WD;3.2L V6 24V MPFI DOHC;;Gasoline;31;;34,217;11654P;9-Speed Automatic;1C4PJMDS8GW175280
420-760834430;$18,777;;;Good Deal;4.5;1486;4.8;218 reviews;32;21;AWD;Regular Unleaded I-4 2.4 L/144;Sparkling Silver;Gasoline;27;Gray;20,226;A3157;6-Speed Automatic w/OD;5XYZTDLB2JG550699
29-762803245;$27,885;$30,940;;;3;10;4.9;37 reviews;32;23;4X4;1.5L I4 16V GDI DOHC Turbo Flexible Fuel;Agate Black Metallic;E85 Flex Fuel;30;Charcoal Black ActiveX;5;T9148;6-Speed Automatic;1FMCU9HD2KUA85170
465-765550426;$50,000;;;Good Deal;4;39;4.9;34 reviews;29;18;AWD;3.6L V6 24V GDI DOHC;Radiant Silver Metallic;Gasoline;27;Light Platinum / Jet Black;3,523;19252A;8-Speed Automatic;1G6KF5RS2HU130152
275-763276505;$29,756;;;Good Deal;4.6;91;4.6;62 reviews;10;;;2.0L 4 cyl;White 149;Gasoline;;;25,930;8434CP;7-Speed A/T;55SWF4KB7GU148283
136-758526845;$44,065;$44,065;;;4.8;870;4.6;19 reviews;3;19;AWD;2.0L I4 16V GDI DOHC Turbo;Ingot Silver;Gasoline;25;Ebony;7;190368;6-Speed Automatic;5LMCJ3D91KUL22655
395-766736579;$26,976;;;Good Deal;4.8;429;4.8;18 reviews;32;32;AWD;3.5L V6 24V MPFI DOHC Hybrid;Silver;Hybrid;28;Light Gray;62,013;UL31736;Automatic CVT;2T2BC1BA5FC005362
75-761483362;$24,640;$24,640;;;4.7;764;5;32 reviews;10;30;FWD;4 Cylinder Engine 1.5L;Obsidian Blue Pearl;Gasoline;38;Gray;3;KA039132;CVT TRANSMISSION;1HGCV1F18KA039132
391-765557409;$28,799;;;Good Deal;4.9;623;4.6;35 reviews;21;18;4WD;3.6L V6 24V GDI DOHC;Black;Gasoline;25;Jet Black;11,490;11923;8-Speed Automatic;1GCGTCEN6K1107885
315-760354693;$15,430;$17,245;;;4.9;133;4.4;18 reviews;24;29;FWD;1.4L;Nightfall Grey;Gasoline;38;Jet Black/Dark Anderson Silver Metallic;4;KC748378;Automatic;KL8CD6SA0KC748378
267-743369867;$24,995;;;Good Deal;3.9;55;4.5;39 reviews;23;20;AWD;Turbocharged Gas I4 2.0L/122;Crystal White Tricoat;Gasoline;28;Light Neutral w/Medium Cashmere Accents;11,549;7251;6-Speed Automatic;1G6AH5RX8F0119811
304-766956108;$11,480;;;Good Deal;4.4;1887;4.3;298 reviews;31;23;FWD;2.4L I4 16V MPFI SOHC;Lunar White Tri-Coat Pearl;Gasoline;36;Black;37,641;P28179;9-Speed Automatic;1C3CCCAB0FN623401
239-763800945;$21,617;$25,735;;;3.1;144;4.4;17 reviews;6;26;AWD;Turbocharged Gas 4-Cyl 1.4L/83;Nightfall Gray Metallic;Gasoline;31;Jet Black;0;1902248;6-Speed Automatic;3GNCJPSB5KL270470
4-765571574;$53,235;;;;4.9;640;4.7;23 reviews;12;22;AWD;4 Cylinder;Lunar Blue;Gasoline;27;Silk Beige/Black;0;196229X;9-Speed Shiftable Automatic;WDC0J4KB5KF586871
201-761461116;$41,095;$41,095;;;4.9;880;4.2;25 reviews;4;23;FWD;V6 Cylinder Engine 3.5L;Crystal Black Pearl;Gasoline;33;Ebony;10;31815B;9-Speed A/T;19UUB2F46KA009849
414-766737426;$46,185;$46,685;;;4.9;892;3.6;30 reviews;3;24;AWD;2.0L I4 16V GDI DOHC Turbo;Crystal White;Gasoline;30;Sedona;0;19266;9-Speed Automatic;1GYFZDR42KF125444
35-759322082;$56,845;$56,845;;;4.8;244;5;3 reviews;14;21;AWD;3.0L 6-Cylinder DOHC 24V Turbocharged;Black Sapphire Metallic;Gasoline;31;black;38;9310B;8-Speed Automatic Sport;WBA4J7C51KBM76356
127-763251557;$35,390;$36,890;;;4.8;1357;;;3;;FWD;3.6L V6 24V MPFI DOHC;Bright White;Gasoline;;Black;24;1945000;6-Speed Automatic;3C6TRVBG8KE520278
142-758791745;$36,354;$37,354;;;4.7;1078;4.7;118 reviews;4;25;AWD;Regular Unleaded H-4 2.5 L/152;Crystal Black Pearl;Gasoline;32;Warm Ivory;7;25920;6-Speed CVT w/OD;4S4BSANCXK3267672
388-758216040;$83,230;$83,230;;;4.9;1007;5;5 reviews;32;16;AWD;Twin Turbo Premium Unleaded V-6 3.0 L/183;Polar White;Gasoline;22;Espresso Brown;8;KB198412;9-Speed Automatic w/OD;4JGDF6EE9KB198412
380-767004517;$65,270;$65,270;;;4.8;1079;;;1;;AWD;2.0L I4 16V GDI DOHC Turbo;Gray;Gasoline;;Gray;1;200018;9-Speed Automatic;4JGFB4KB7LA011100
419-747541085;$60,280;$61,530;;;4.6;104;4.9;17 reviews;16;;4WD;6.2L V8 16V MPFI SOHC Flexible Fuel;Magnetic;E85 Flex Fuel;;Black;3;19006;6-Speed Automatic;1FT7W2B60KEC48555
340-762878276;$38,295;$38,295;;;4.8;1346;5;1 reviews;;21;AWD;208-hp 2.0-liter I4;Pearlescent Black;Gasoline;30;Graphite;0;191237;7-Speed Double Clutch Automatic Transmission;SJKCH5CR3KA011680
142-761988893;$34,632;$37,830;$36536;;4.2;38;4.9;37 reviews;8;21;4WD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;White Platinum Metallic Tri-Coat;Gasoline;27;Charcoal Black;3;AF6124;6-Speed Automatic w/OD;1FMCU9J90KUA85593
161-751615781;$39,905;$39,905;;;4.7;8800;5;2 reviews;3;;FWD;3.6L V6 24V MPFI DOHC;Bright White;Gasoline;;Black;19;156605;6-Speed Automatic;3C6TRVDG1JE156605
298-757616902;$11,499;;;Good Deal;4.7;83;4.8;112 reviews;29;29;FWD;2.0L I4 16V GDI DOHC;Snowflake White Pearl;Gasoline;41;Black;46,428;11178P;6-Speed Automatic;3MZBM1U75FM140106
427-765352195;$16,495;;;Fair Price;3;37;4.8;177 reviews;22;26;FWD;2.5L 4-Cylinder DOHC 16V;Gun Metallic;Gasoline;37;charcoal;28,133;4967UN;CVT with Xtronic;1N4AL3APXGC242379
477-758180500;$82,860;$82,860;;;4.9;1007;5;6 reviews;32;23;AWD;Intercooled Turbo Gas/Electric I-6 3.0 L/183;Lunar Blue Metallic;Hybrid;30;Magma Grey/Espresso Brown;7;KA031427;9-Speed Automatic w/OD;WDD2J5KB7KA031427
22-759130474;$52,159;$53,309;;;-1;-1;4.8;20 reviews;30;20;AWD;3.5L V6 24V PDI DOHC;Parchment;Gasoline;28;;8;L190023;8-Speed Automatic;JTJBZMCA2K2040899
224-759755273;$69,000;;;;4.7;57;5;3 reviews;21;;AWD;3.0L V6 24V GDI DOHC Twin Turbo;Iridium Silver Metallic;Gasoline;;;0;KF513726;9-Speed Automatic;WDC0G6EB8KF513726
171-751776656;$33,228;$38,580;;;4.9;2633;4.8;21 reviews;8;19;FWD;3.6L V6 24V MPFI DOHC;Ocean Blue Metallic;Gasoline;28;Black;5;RU19018;9-Speed Automatic;2C4RC1BGXKR550393
279-763767994;$14,992;;;Good Deal;3.4;10;4.1;270 reviews;31;22;4WD;2.4L 4 cyls;Granite Crystal Metallic Clearcoat;Gasoline;31;Black;75,827;20824U;Automatic 9-Speed;1C4PJMCB3EW273339
395-767360833;$39,300;;;;2;9;5;1 reviews;;21;AWD;2.0L I4 16V GDI DOHC Turbo;Chestnut Bronze;Gasoline;30;Graphite;3;037952;7-Speed Automatic with Auto-Shift;SJKCH5CR6KA011799
439-765787373;$12,999;;;Good Deal;4.7;83;4.9;46 reviews;30;;AWD;2.0L I4 16V GDI DOHC Turbo;Ice Silver Metallic;Gasoline;;Black;79,019;11467T;8-Speed Automatic;WAUBFAFL9DN038606
193-760689593;$31,742;$32,990;;;4.1;1122;4.9;37 reviews;3;23;4WD;Intercooled Turbo Regular Unleaded I-4 1.5 L/92;White Platinum Metallic Tri-Coat;Gasoline;30;Eb Activex Seating Material Charcoal Black;3;15045;6-Speed Automatic w/OD;1FMCU9HD3KUA57412
371-763722447;$48,105;$48,105;;;4.9;581;4.6;35 reviews;7;16;4WD;3.6L V6 24V GDI DOHC;Summit White;Gasoline;18;Jet Black;5;19602;Automatic;1GCGTEEN1K1186474
418-764472108;$17,998;;;Good Deal;4.7;83;4.5;26 reviews;54;40;FWD;2.0L I4 16V MPFI DOHC Hybrid;Oxford White;Hybrid;36;Dune;29,445;11396P;Automatic CVT;3FA6P0SU0GR374100
329-765947073;$25,799;;;Good Deal;4.7;83;4.8;222 reviews;35;25;AWD;2.5L I4 16V;Jet Black Mica;Gasoline;31;Black;22,558;11482P;6-Speed Automatic;JM3KFBDM0J0328799
170-756192004;$18,614;$21,950;;;4.7;1694;5;33 reviews;3;29;FWD;Regular Unleaded I-4 1.8 L/110;Gun Metallic;Gasoline;37;Charcoal;0;NS21571;1-Speed CVT w/OD;3N1AB7AP1KY252211
189-741440294;$22,294;$26,605;;;4.7;27;4.9;116 reviews;13;20;Front Wheel Drive;Regular Unleaded I-4;White Gold;Gasoline;29;Ebony;5;18249;6-Speed Automatic w/OD;3FA6P0HD0JR255087
364-757431623;$56,015;$56,015;;;4.6;91;4.7;3 reviews;;;AWD;Intercooled Turbo Gas/Electric I-4 2.0 L/121;Polar White;Hybrid;;;13;57178;7-Speed Automatic w/OD;WDC0G5EB9KF538404
430-759306295;$42,330;$42,330;;;4.9;623;4.6;9 reviews;;20;FWD;3.6L V6 24V GDI DOHC;Red Tinted Clearcoat;Gasoline;26;Jet Black;Not provided;190960;9-Speed Automatic;3GNKBERS3KS572056
336-767168088;$34,133;$34,133;;;4.8;697;4.9;14 reviews;4;44;FWD;2.5L I4 16V PDI DOHC Hybrid;Celestial Silver Metallic;Hybrid;47;Black;0;N48056;Automatic CVT;4T1B21HK3KU514866
89-765132330;$26,527;$27,930;;;5;36;4.6;22 reviews;11;26;AWD;2.5L I4 16V MPFI DOHC;Brilliant Silver Metallic;Gasoline;33;Charcoal;6;KP532963;Automatic CVT;KNMAT2MV1KP532963
165-754266427;$38,650;$38,650;;;4.8;870;;;3;;RWD;3.7L V6 24V MPFI DOHC;Oxford White;E85 Flex Fuel;;Gray;2;190162;6-Speed Automatic;1FTYR2CM9KKA12268
474-766261209;$20,449;;;Great Deal;4.8;421;4.7;80 reviews;31;22;FWD;3.5L V6 24V MPFI DOHC;Storm Blue;Gasoline;30;Cashmere;27,129;12965P;Automatic CVT;1N4AA6AP1GC402799
57-760350611;$53,065;$53,065;;;4.7;680;4.8;22 reviews;23;18;AWD;Gas V6 3.6L/222;Radiant Silver Metallic;Gasoline;25;Jet Black;2;19290;8-Speed Automatic;1GYKNDRSXKZ200284
33-765455324;$32,195;$32,195;;;4.6;766;4.4;69 reviews;23;27;AWD;1.5L I4 16V GDI DOHC Turbo;Platinum White Pearl;Gasoline;33;Ivory;3;HN190984;Automatic CVT;JHLRW2H86KX010606
472-762319122;$16,995;;;Great Deal;5;99;4.8;40 reviews;30;15;RWD;5.3L 8 Cylinder Engine;Black;Gasoline;21;Black;87,424;3GNMCEE0XDG124526;Automatic;3GNMCEE0XDG124526
239-751294054;$47,730;$47,730;;;3.1;144;4.8;65 reviews;6;18;4WD;Regular Unleaded V-6 3.6 L/220;Diamond Black Crystal Pearlcoat;Gasoline;25;Ruby Red/Black;0;1901120;8-Speed Automatic w/OD;1C4RJFLG7KC552600
427-765001829;$27,689;;;Good Deal;5;427;4.5;161 reviews;32;16;4WD;3.5L V6 24V MPFI DOHC Flexible Fuel;Bronze Fire Metallic Tinted Clearcoat;E85 Flex Fuel;23;Ebony Black;34,213;4054M;6-Speed Automatic;1FM5K8D87GGC10512
147-754021804;$20,999;$26,800;;;4.5;1374;4.7;45 reviews;25;25;4WD;1.5L I4 16V GDI DOHC Turbo;Octane Blue;Gasoline;26;Black;12;M40108;Automatic CVT;JA4AT4AA8JZ043941
274-767203795;$12,249;;;Good Deal;4.6;55;4.7;229 reviews;25;25;FWD;2.4L I4 16V GDI DOHC;Symphony Silver;Gasoline;37;Gray;51,330;12044A;6-Speed Automatic;5NPE24AF4FH209375
159-766019515;$36,331;$50,435;;;2.3;14;4.8;20 reviews;22;20;4WD;Twin Turbo Regular Unleaded V-6 2.7 L/164;Agate Black Metallic;Gasoline;25;Medium Earth Gray;10;A20645;10-Speed Automatic w/OD;1FTEX1EP3KKC94515
214-758500662;$27,760;$27,760;;;4.9;220;4.6;22 reviews;5;26;AWD;2.5 L;Brilliant Silver Metallic;Gasoline;33;Charcoal;0;N190151;Variable;5N1AT2MV5KC747006
306-703376442;$24,995;$31,430;;;4.5;136;5;31 reviews;14;21;FWD;2.0L I4 16V GDI DOHC Turbo;Ebony Twilight Metallic;Gasoline;29;Ebony;2;17662;6-Speed Automatic;2G4GL5EX3H9196148
436-767237027;$41,660;;;Good Deal;4.2;28;4.8;18 reviews;2;15;4WD;Gas V8 5.3L/323;Iridium Metallic;Gasoline;22;Cocoa/Dune;36,037;GR133105;6-Speed Automatic;1GKS2GKC1GR133105
